Date,Day_of_Week,Month,Quarter,Symbol,Company_Name,Sector,Market_Cap_Category,Sentiment_Score,Sentiment_Category,Confidence_Score,Primary_Market_Factor,News_Volume,Social_Media_Mentions,Analyst_Coverage,Price_Change_Percent,Volume_Change_Percent,Market_Volatility_Index,Sector_Performance
2025-06-26,Thursday,June,Q2,MAXHEALTH.NSE,Max Healthcare Institute Ltd,Healthcare,Mid Cap,-0.038,Neutral,0.423,Monsoon Impact,9,414,12,1.16,12.29,24.12,1.22
2025-06-27,Friday,June,Q2,ADANIENT.NSE,Adani Enterprises Ltd,Conglomerates,Large Cap,0.456,Positive,0.674,Sector Rotation,20,1004,18,0.68,7.11,28.17,0.59
2025-06-27,Friday,June,Q2,ADANIPORTS.NSE,Adani Ports & SEZ Ltd,Transportation,Large Cap,-0.486,Negative,0.692,FII Flows,26,764,12,-1.25,10.78,28.17,1.13
2025-06-27,Friday,June,Q2,APOLLOHOSP.NSE,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,0.006,Neutral,0.404,Global Cues,10,792,24,-0.18,-13.2,28.17,0.75
2025-06-27,Friday,June,Q2,ASIANPAINT.NSE,Asian Paints Ltd,Chemicals,Large Cap,0.611,Positive,0.767,Monsoon Impact,20,1065,22,2.96,2.01,28.17,-0.22
2025-06-27,Friday,June,Q2,AXISBANK.NSE,Axis Bank Ltd,Banking,Large Cap,-0.351,Negative,0.611,Credit Growth,14,894,15,-1.56,21.89,28.17,1.99
2025-06-27,Friday,June,Q2,BAJAJ-AUTO.NSE,Bajaj Auto Ltd,Automobiles,Large Cap,0.078,Neutral,0.447,Rural Demand,24,439,23,0.68,14.02,28.17,-0.77
2025-06-27,Friday,June,Q2,BAJFINANCE.NSE,Bajaj Finance Ltd,Financial Services,Large Cap,0.795,Positive,0.877,Currency Fluctuation,17,941,22,2.39,21.33,28.17,0.68
2025-06-27,Friday,June,Q2,BHARTIARTL.NSE,Bharti Airtel Ltd,Telecommunications,Large Cap,-0.742,Negative,0.845,Global Cues,23,912,12,-0.8,21.72,28.17,0.96
2025-06-27,Friday,June,Q2,BPCL.NSE,Bharat Petroleum Corporation Ltd,Oil & Gas,Large Cap,-0.057,Neutral,0.434,Global Energy Demand,11,464,12,-0.09,-12.2,28.17,0.58
2025-06-27,Friday,June,Q2,BRITANNIA.NSE,Britannia Industries Ltd,FMCG,Large Cap,0.497,Positive,0.698,Rural Demand,30,379,22,1.86,8.79,28.17,0.21
2025-06-27,Friday,June,Q2,CIPLA.NSE,Cipla Ltd,Pharmaceuticals,Large Cap,-0.461,Negative,0.677,Regulatory News,30,838,14,-2.26,8.52,28.17,0.66
2025-06-27,Friday,June,Q2,COALINDIA.NSE,Coal India Ltd,Mining,Large Cap,0.013,Neutral,0.408,FII Flows,22,812,23,-0.96,-13.66,28.17,1.11
2025-06-27,Friday,June,Q2,DIVISLAB.NSE,Divi's Laboratories Ltd,Pharmaceuticals,Large Cap,0.569,Positive,0.741,Generic Competition,17,718,20,2.53,7.58,28.17,-0.41
2025-06-27,Friday,June,Q2,DMART.NSE,Avenue Supermarts Ltd,Retail,Large Cap,-0.459,Negative,0.675,GDP Data,16,734,24,-1.15,8.91,28.17,0.33
2025-06-27,Friday,June,Q2,DRREDDY.NSE,Dr. Reddy's Laboratories Ltd,Pharmaceuticals,Large Cap,-0.106,Neutral,0.464,US FDA Approvals,21,569,18,0.36,15.96,28.17,-0.12
2025-06-27,Friday,June,Q2,EICHERMOT.NSE,Eicher Motors Ltd,Automobiles,Large Cap,0.505,Positive,0.703,Regulatory News,28,1012,20,1.3,20.78,28.17,-2.07
2025-06-27,Friday,June,Q2,GODREJCP.NSE,Godrej Consumer Products Ltd,FMCG,Large Cap,-0.344,Negative,0.606,Input Cost Inflation,25,596,14,0.02,0.12,28.17,0.71
2025-06-27,Friday,June,Q2,GRASIM.NSE,Grasim Industries Ltd,Textiles,Large Cap,-0.115,Neutral,0.469,Currency Fluctuation,13,351,18,-0.06,-7.24,28.17,-1.05
2025-06-27,Friday,June,Q2,HCLTECH.NSE,HCL Technologies Ltd,IT Services,Large Cap,0.344,Positive,0.606,Digital Transformation,26,454,20,-0.61,3.39,28.17,1.13
2025-06-27,Friday,June,Q2,HDFCBANK.NSE,HDFC Bank Ltd,Banking,Large Cap,-0.677,Negative,0.806,Credit Growth,25,553,23,0.87,28.42,28.17,0.6
2025-06-27,Friday,June,Q2,HEROMOTOCO.NSE,Hero MotoCorp Ltd,Automobiles,Large Cap,0.118,Neutral,0.471,Corporate Announcements,23,870,17,-1.86,5.9,28.17,0.46
2025-06-27,Friday,June,Q2,HINDALCO.NSE,Hindalco Industries Ltd,Metals,Large Cap,0.346,Positive,0.608,Global Demand,25,453,25,0.15,4.34,28.17,-0.66
2025-06-27,Friday,June,Q2,HINDUNILVR.NSE,Hindustan Unilever Ltd,FMCG,Large Cap,-0.568,Negative,0.741,Input Cost Inflation,28,581,13,-2.64,24.35,28.17,0.32
2025-06-27,Friday,June,Q2,ICICIBANK.NSE,ICICI Bank Ltd,Banking,Large Cap,-0.048,Neutral,0.429,NPA Concerns,21,493,16,-0.77,13.22,28.17,1.27
2025-06-27,Friday,June,Q2,INDUSINDBK.NSE,IndusInd Bank Ltd,Banking,Large Cap,0.783,Positive,0.87,Rate Cut Expectations,19,736,13,1.65,7.94,28.17,0.84
2025-06-27,Friday,June,Q2,INFY.NSE,Infosys Ltd,IT Services,Large Cap,-0.542,Negative,0.725,Global Cues,28,784,17,-1.83,22.29,28.17,0.44
2025-06-27,Friday,June,Q2,ITC.NSE,ITC Ltd,FMCG,Large Cap,0.055,Neutral,0.433,Monsoon Impact,24,563,13,3.13,1.21,28.17,-0.23
2025-06-27,Friday,June,Q2,JSWSTEEL.NSE,JSW Steel Ltd,Metals,Large Cap,0.33,Positive,0.598,FII Flows,13,1138,18,-0.06,18.89,28.17,-1.3
2025-06-27,Friday,June,Q2,KOTAKBANK.NSE,Kotak Mahindra Bank Ltd,Banking,Large Cap,-0.59,Negative,0.754,GDP Data,26,1108,16,-3.59,3.37,28.17,0.89
2025-06-27,Friday,June,Q2,LT.NSE,Larsen & Toubro Ltd,Construction,Large Cap,0.095,Neutral,0.457,Corporate Announcements,23,961,12,2.44,-6.25,28.17,0.86
2025-06-27,Friday,June,Q2,LTIM.NSE,LTIMindtree Ltd,IT Services,Large Cap,0.475,Positive,0.685,Currency Fluctuation,29,1362,25,1.22,-0.71,28.17,0.74
2025-06-27,Friday,June,Q2,MARUTI.NSE,Maruti Suzuki India Ltd,Automobiles,Large Cap,-0.572,Negative,0.743,Monsoon Impact,25,1262,24,-1.61,2.07,28.17,-0.13
2025-06-27,Friday,June,Q2,NESTLEIND.NSE,Nestle India Ltd,FMCG,Large Cap,-0.131,Neutral,0.479,Corporate Announcements,16,894,18,-0.58,-8.59,28.17,0.69
2025-06-27,Friday,June,Q2,NTPC.NSE,NTPC Ltd,Power,Large Cap,0.639,Positive,0.783,Technical Breakout,20,1415,15,2.2,17.93,28.17,0.95
2025-06-27,Friday,June,Q2,ONGC.NSE,Oil & Natural Gas Corporation Ltd,Oil & Gas,Large Cap,-0.463,Negative,0.678,Oil Price Movement,29,673,23,-0.82,1.91,28.17,2.21
2025-06-27,Friday,June,Q2,PIDILITIND.NSE,Pidilite Industries Ltd,Chemicals,Large Cap,-0.062,Neutral,0.437,Inflation Data,23,802,20,-1.43,-0.81,28.17,0.32
2025-06-27,Friday,June,Q2,POWERGRID.NSE,Power Grid Corporation of India Ltd,Power,Large Cap,0.686,Positive,0.811,FII Flows,26,1078,22,2.75,5.5,28.17,-0.12
2025-06-27,Friday,June,Q2,RELIANCE.NSE,Reliance Industries Ltd,Oil & Gas,Large Cap,-0.3,Negative,0.58,Oil Price Movement,19,1200,13,-0.45,15.8,28.17,0.32
2025-06-27,Friday,June,Q2,SBIN.NSE,State Bank of India,Banking,Large Cap,-0.116,Neutral,0.47,Credit Growth,28,802,14,0.01,2.1,28.17,1.58
2025-06-27,Friday,June,Q2,SHREECEM.NSE,Shree Cement Ltd,Cement,Large Cap,0.437,Positive,0.662,Earnings Growth,23,1189,19,0.58,19.96,28.17,0.21
2025-06-27,Friday,June,Q2,SUNPHARMA.NSE,Sun Pharmaceutical Industries Ltd,Pharmaceuticals,Large Cap,-0.671,Negative,0.802,Generic Competition,22,1031,20,-1.46,12.89,28.17,1.54
2025-06-27,Friday,June,Q2,TATACONSUM.NSE,Tata Consumer Products Ltd,FMCG,Large Cap,-0.058,Neutral,0.435,Rural Demand,19,485,25,-1.5,8.51,28.17,-0.21
2025-06-27,Friday,June,Q2,TATAMOTORS.NSE,Tata Motors Ltd,Automobiles,Large Cap,0.641,Positive,0.785,Monsoon Impact,34,581,22,2.76,5.77,28.17,0.13
2025-06-27,Friday,June,Q2,TATASTEEL.NSE,Tata Steel Ltd,Metals,Large Cap,-0.491,Negative,0.695,China PMI,19,729,23,0.34,1.67,28.17,0.64
2025-06-27,Friday,June,Q2,TCS.NSE,Tata Consultancy Services Ltd,IT Services,Large Cap,-0.049,Neutral,0.43,Currency Fluctuation,25,353,24,-0.43,10.72,28.17,-0.96
2025-06-27,Friday,June,Q2,TECHM.NSE,Tech Mahindra Ltd,IT Services,Large Cap,0.674,Positive,0.804,Digital Transformation,16,641,19,0.34,25.79,28.17,1.44
2025-06-27,Friday,June,Q2,TITAN.NSE,Titan Company Ltd,Consumer Goods,Large Cap,-0.629,Negative,0.777,Earnings Growth,28,1121,18,-2.96,28.53,28.17,0.77
2025-06-27,Friday,June,Q2,ULTRACEMCO.NSE,UltraTech Cement Ltd,Cement,Large Cap,-0.082,Neutral,0.449,Corporate Announcements,22,1004,12,-0.12,-2.69,28.17,0.78
2025-06-27,Friday,June,Q2,UPL.NSE,UPL Ltd,Chemicals,Large Cap,0.5,Positive,0.7,Regulatory News,30,501,24,0.0,8.32,28.17,0.0
2025-06-27,Friday,June,Q2,WIPRO.NSE,Wipro Ltd,IT Services,Large Cap,-0.484,Negative,0.69,Currency Fluctuation,29,966,13,-2.96,12.38,28.17,-0.04
2025-06-27,Friday,June,Q2,ACC.NSE,ACC Ltd,Cement,Large Cap,0.197,Neutral,0.518,Technical Breakout,12,658,16,-0.34,16.34,28.17,0.48
2025-06-27,Friday,June,Q2,ABCAPITAL.NSE,Aditya Birla Capital Ltd,Financial Services,Large Cap,0.606,Positive,0.764,FII Flows,29,622,13,1.09,12.17,28.17,1.5
2025-06-27,Friday,June,Q2,ABFRL.NSE,Aditya Birla Fashion and Retail Ltd,Textiles,Large Cap,-0.592,Negative,0.755,Corporate Announcements,19,1110,22,-2.65,2.19,28.17,-0.29
2025-06-27,Friday,June,Q2,IRCTC.NSE,Indian Railway Catering and Tourism Corporation Ltd,Transportation,Large Cap,-0.093,Neutral,0.456,GDP Data,21,878,12,1.27,-10.05,28.17,0.14
2025-06-27,Friday,June,Q2,MINDAIND.NSE,Minda Industries Ltd,Auto Components,Large Cap,0.647,Positive,0.788,Earnings Growth,14,421,15,2.32,14.73,28.17,-0.89
2025-06-27,Friday,June,Q2,NYKAA.NSE,Nykaa Ltd,E-commerce,Large Cap,-0.435,Negative,0.661,Monsoon Impact,20,718,22,-1.26,-1.29,28.17,-0.94
2025-06-27,Friday,June,Q2,PAYTM.NSE,One 97 Communications Ltd,Fintech,Large Cap,-0.189,Neutral,0.513,FII Flows,22,698,15,0.58,-7.81,28.17,-1.3
2025-06-27,Friday,June,Q2,POLICYBZR.NSE,PB Fintech Ltd,Financial Services,Large Cap,0.659,Positive,0.795,Corporate Announcements,22,1416,13,2.76,24.95,28.17,1.54
2025-06-27,Friday,June,Q2,STAR.NSE,Strides Pharma Science Ltd,Pharmaceuticals,Large Cap,-0.325,Negative,0.595,Regulatory News,26,952,18,0.64,16.72,28.17,1.23
2025-06-27,Friday,June,Q2,ZOMATO.NSE,Zomato Ltd,Food Tech,Large Cap,0.109,Neutral,0.466,Oil Price Movement,14,999,15,1.95,13.27,28.17,-1.62
2025-06-27,Friday,June,Q2,ALKEM.NSE,Alkem Laboratories Ltd,Pharmaceuticals,Mid Cap,0.672,Positive,0.803,GDP Data,19,497,12,1.37,15.35,28.17,0.52
2025-06-27,Friday,June,Q2,AMBER.NSE,Amber Enterprises India Ltd,Consumer Goods,Mid Cap,-0.625,Negative,0.775,Market Rally,10,266,9,-1.26,25.6,28.17,1.14
2025-06-27,Friday,June,Q2,AUBANK.NSE,AU Small Finance Bank Ltd,Banking,Mid Cap,0.205,Positive,0.523,Rate Cut Expectations,12,277,10,1.9,11.23,28.17,1.99
2025-06-27,Friday,June,Q2,AUROPHARMA.NSE,Aurobindo Pharma Ltd,Pharmaceuticals,Mid Cap,0.607,Positive,0.764,Regulatory News,14,754,8,2.94,19.63,28.17,-0.22
2025-06-27,Friday,June,Q2,BANDHANBNK.NSE,Bandhan Bank Ltd,Banking,Mid Cap,-0.67,Negative,0.802,Sector Rotation,18,434,9,-0.94,24.29,28.17,1.61
2025-06-27,Friday,June,Q2,BANKBARODA.NSE,Bank of Baroda,Banking,Mid Cap,0.18,Neutral,0.508,Credit Growth,10,332,14,2.35,18.64,28.17,1.73
2025-06-27,Friday,June,Q2,BATAINDIA.NSE,Bata India Ltd,Consumer Goods,Mid Cap,0.546,Positive,0.728,Market Rally,17,656,13,2.14,16.36,28.17,-0.27
2025-06-27,Friday,June,Q2,BERGEPAINT.NSE,Berger Paints India Ltd,Chemicals,Mid Cap,-0.656,Negative,0.794,Rate Cut Expectations,17,238,9,-2.37,23.96,28.17,1.09
2025-06-27,Friday,June,Q2,BIOCON.NSE,Biocon Ltd,Pharmaceuticals,Mid Cap,0.016,Neutral,0.41,Regulatory News,9,243,9,1.7,14.22,28.17,0.39
2025-06-27,Friday,June,Q2,BOSCHLTD.NSE,Bosch Ltd,Auto Components,Mid Cap,0.447,Positive,0.668,Trade War Concerns,15,549,15,1.97,5.57,28.17,-0.31
2025-06-27,Friday,June,Q2,CADILAHC.NSE,Cadila Healthcare Ltd,Pharmaceuticals,Mid Cap,-0.615,Negative,0.769,US FDA Approvals,13,489,9,-1.5,19.44,28.17,0.81
2025-06-27,Friday,June,Q2,CANFINHOME.NSE,Can Fin Homes Ltd,Financial Services,Mid Cap,0.007,Neutral,0.404,Inflation Data,10,171,15,1.03,8.78,28.17,1.5
2025-06-27,Friday,June,Q2,COFORGE.NSE,Coforge Ltd,IT Services,Mid Cap,0.632,Positive,0.779,Currency Fluctuation,8,521,11,2.83,14.01,28.17,-0.39
2025-06-27,Friday,June,Q2,COLPAL.NSE,Colgate-Palmolive India Ltd,FMCG,Mid Cap,-0.388,Negative,0.633,Currency Fluctuation,9,383,13,-2.12,22.92,28.17,0.16
2025-06-27,Friday,June,Q2,CROMPTON.NSE,Crompton Greaves Consumer Electricals Ltd,Electricals,Mid Cap,0.105,Neutral,0.463,Market Rally,7,484,11,0.67,-8.73,28.17,1.09
2025-06-27,Friday,June,Q2,DABUR.NSE,Dabur India Ltd,FMCG,Mid Cap,0.718,Positive,0.831,Volume Growth,19,265,6,1.36,5.72,28.17,0.46
2025-06-27,Friday,June,Q2,DIXON.NSE,Dixon Technologies India Ltd,Electronics,Mid Cap,-0.54,Negative,0.724,Global Cues,14,593,15,1.34,20.63,28.17,0.41
2025-06-27,Friday,June,Q2,DLF.NSE,DLF Ltd,Real Estate,Mid Cap,-0.156,Neutral,0.494,Demand Recovery,15,391,6,-0.48,4.03,28.17,1.17
2025-06-27,Friday,June,Q2,FEDERALBNK.NSE,Federal Bank Ltd,Banking,Mid Cap,0.606,Positive,0.764,Rate Cut Expectations,11,722,10,-1.19,16.49,28.17,1.65
2025-06-27,Friday,June,Q2,GAIL.NSE,GAIL India Ltd,Oil & Gas,Mid Cap,-0.36,Negative,0.616,Oil Price Movement,16,636,6,-1.19,21.75,28.17,1.17
2025-06-27,Friday,June,Q2,GLENMARK.NSE,Glenmark Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,-0.059,Neutral,0.435,Oil Price Movement,9,349,13,-0.54,13.52,28.17,1.56
2025-06-27,Friday,June,Q2,GODREJPROP.NSE,Godrej Properties Ltd,Real Estate,Mid Cap,0.57,Positive,0.742,Regulatory Changes,8,567,6,1.14,2.5,28.17,0.1
2025-06-27,Friday,June,Q2,HAVELLS.NSE,Havells India Ltd,Electricals,Mid Cap,-0.528,Negative,0.717,Oil Price Movement,18,778,13,-1.26,21.47,28.17,0.1
2025-06-27,Friday,June,Q2,IDFCFIRSTB.NSE,IDFC First Bank Ltd,Banking,Mid Cap,-0.24,Negative,0.544,NPA Concerns,11,455,13,-0.96,-8.59,28.17,1.47
2025-06-27,Friday,June,Q2,INOXLEISUR.NSE,INOX Leisure Ltd,Entertainment,Mid Cap,0.7,Positive,0.82,Rate Cut Expectations,13,703,14,2.78,10.64,28.17,-1.15
2025-06-27,Friday,June,Q2,JINDALSTEL.NSE,Jindal Steel & Power Ltd,Metals,Mid Cap,-0.344,Negative,0.606,China PMI,9,600,14,-2.85,2.3,28.17,0.36
2025-06-27,Friday,June,Q2,LTTS.NSE,L&T Technology Services Ltd,IT Services,Mid Cap,-0.076,Neutral,0.445,Digital Transformation,14,352,9,-1.83,2.35,28.17,-1.2
2025-06-27,Friday,June,Q2,LUPIN.NSE,Lupin Ltd,Pharmaceuticals,Mid Cap,0.624,Positive,0.774,Generic Competition,15,599,14,2.73,21.75,28.17,-0.31
2025-06-27,Friday,June,Q2,MARICO.NSE,Marico Ltd,FMCG,Mid Cap,-0.654,Negative,0.792,Volume Growth,16,618,15,-4.06,16.5,28.17,-0.27
2025-06-27,Friday,June,Q2,MCDOWELL-N.NSE,United Spirits Ltd,Beverages,Mid Cap,0.123,Neutral,0.474,Trade War Concerns,10,272,6,2.1,4.82,28.17,0.33
2025-06-27,Friday,June,Q2,MINDTREE.NSE,Mindtree Ltd,IT Services,Mid Cap,0.414,Positive,0.648,Currency Fluctuation,9,431,15,-0.19,-1.81,28.17,-0.67
2025-06-27,Friday,June,Q2,MOTHERSON.NSE,Motherson Sumi Systems Ltd,Auto Components,Mid Cap,-0.341,Negative,0.604,Earnings Growth,13,420,7,-3.97,2.63,28.17,0.75
2025-06-27,Friday,June,Q2,MPHASIS.NSE,Mphasis Ltd,IT Services,Mid Cap,0.136,Neutral,0.482,Rate Cut Expectations,15,229,11,0.49,9.01,28.17,-0.05
2025-06-27,Friday,June,Q2,NMDC.NSE,NMDC Ltd,Mining,Mid Cap,0.551,Positive,0.731,Technical Breakout,10,737,11,1.99,20.35,28.17,-0.3
2025-06-27,Friday,June,Q2,PAGEIND.NSE,Page Industries Ltd,Textiles,Mid Cap,-0.47,Negative,0.682,Monsoon Impact,11,654,10,-1.6,17.64,28.17,0.39
2025-06-27,Friday,June,Q2,PERSISTENT.NSE,Persistent Systems Ltd,IT Services,Mid Cap,-0.011,Neutral,0.406,Currency Fluctuation,8,480,8,-0.49,3.01,28.17,1.46
2025-06-27,Friday,June,Q2,PNB.NSE,Punjab National Bank,Banking,Mid Cap,0.753,Positive,0.852,Currency Fluctuation,16,375,12,0.66,15.12,28.17,1.05
2025-06-27,Friday,June,Q2,POLYCAB.NSE,Polycab India Ltd,Cables,Mid Cap,-0.338,Negative,0.603,Currency Fluctuation,10,663,8,-1.95,7.42,28.17,0.26
2025-06-27,Friday,June,Q2,PVR.NSE,PVR Ltd,Entertainment,Mid Cap,0.159,Neutral,0.496,Rate Cut Expectations,15,356,13,1.66,11.84,28.17,-1.62
2025-06-27,Friday,June,Q2,RELAXO.NSE,Relaxo Footwears Ltd,Footwear,Mid Cap,0.482,Positive,0.689,Monsoon Impact,14,513,11,1.67,-1.36,28.17,-0.57
2025-06-27,Friday,June,Q2,SAIL.NSE,Steel Authority of India Ltd,Metals,Mid Cap,-0.54,Negative,0.724,Infrastructure Spending,15,303,13,-0.47,25.68,28.17,-1.25
2025-06-27,Friday,June,Q2,SIEMENS.NSE,Siemens Ltd,Industrials,Mid Cap,0.011,Neutral,0.406,Sector Rotation,6,418,6,-2.1,7.76,28.17,1.1
2025-06-27,Friday,June,Q2,SRF.NSE,SRF Ltd,Chemicals,Mid Cap,0.492,Positive,0.695,FII Flows,14,735,6,1.5,24.74,28.17,1.05
2025-06-27,Friday,June,Q2,TORNTPHARM.NSE,Torrent Pharmaceuticals Ltd,Pharmaceuticals,Mid Cap,-0.383,Negative,0.63,Oil Price Movement,12,707,8,-1.73,18.23,28.17,1.45
2025-06-27,Friday,June,Q2,TRENT.NSE,Trent Ltd,Retail,Mid Cap,-0.169,Neutral,0.502,Global Cues,12,444,8,-0.05,10.27,28.17,-0.36
2025-06-27,Friday,June,Q2,VEDL.NSE,Vedanta Ltd,Metals,Mid Cap,0.403,Positive,0.642,Global Demand,11,661,9,0.91,-1.17,28.17,0.49
2025-06-27,Friday,June,Q2,VIPIND.NSE,VIP Industries Ltd,Consumer Goods,Mid Cap,-0.697,Negative,0.818,FII Flows,15,240,8,-3.69,22.25,28.17,1.1
2025-06-27,Friday,June,Q2,VOLTAS.NSE,Voltas Ltd,Consumer Goods,Mid Cap,-0.172,Neutral,0.503,Sector Rotation,12,299,11,-1.02,14.53,28.17,0.94
2025-06-27,Friday,June,Q2,WHIRLPOOL.NSE,Whirlpool of India Ltd,Consumer Goods,Mid Cap,0.552,Positive,0.731,FII Flows,17,679,8,-0.55,4.62,28.17,1.09
2025-06-27,Friday,June,Q2,ASTRAL.NSE,Astral Ltd,Building Materials,Mid Cap,-0.656,Negative,0.794,Regulatory News,14,618,8,0.54,20.11,28.17,0.75
2025-06-27,Friday,June,Q2,BALKRISIND.NSE,Balkrishna Industries Ltd,Tyres,Mid Cap,-0.109,Neutral,0.465,Market Rally,6,352,9,0.94,14.6,28.17,0.24
2025-06-27,Friday,June,Q2,CUMMINSIND.NSE,Cummins India Ltd,Auto Components,Mid Cap,0.589,Positive,0.753,Earnings Growth,14,655,8,1.63,3.77,28.17,-1.55
2025-06-27,Friday,June,Q2,EXIDEIND.NSE,Exide Industries Ltd,Batteries,Mid Cap,-0.512,Negative,0.707,Earnings Growth,9,524,14,-2.15,24.97,28.17,0.08
2025-06-27,Friday,June,Q2,HONAUT.NSE,Honeywell Automation India Ltd,Industrials,Mid Cap,-0.106,Neutral,0.464,FII Flows,14,403,14,-0.37,1.03,28.17,0.45
2025-06-27,Friday,June,Q2,IPCALAB.NSE,IPCA Laboratories Ltd,Pharmaceuticals,Mid Cap,0.573,Positive,0.744,Generic Competition,18,695,12,3.0,21.33,28.17,0.13
2025-06-27,Friday,June,Q2,LICHSGFIN.NSE,LIC Housing Finance Ltd,Financial Services,Mid Cap,-0.478,Negative,0.687,FII Flows,14,743,14,0.95,5.1,28.17,1.33
2025-06-27,Friday,June,Q2,MAXHEALTH.NSE,Max Healthcare Institute Ltd,Healthcare,Mid Cap,0.119,Neutral,0.471,Market Rally,6,533,15,2.03,6.58,28.17,1.47
2025-06-28,Saturday,June,Q2,ADANIENT.NSE,Adani Enterprises Ltd,Conglomerates,Large Cap,0.563,Positive,0.738,Sector Rotation,17,627,20,3.13,6.16,27.57,-0.22
2025-06-28,Saturday,June,Q2,ADANIPORTS.NSE,Adani Ports & SEZ Ltd,Transportation,Large Cap,-0.531,Negative,0.718,GDP Data,22,1301,23,-0.73,14.83,27.57,-0.28
2025-06-28,Saturday,June,Q2,APOLLOHOSP.NSE,Apollo Hospitals Enterprise Ltd,Healthcare,Large Cap,0.002,Neutral,0.401,Inflation Data,10,941,17,-1.36,-8.32,27.57,1.51
2025-06-28,Saturday,June,Q2,ASIANPAINT.NSE,Asian Paints Ltd,Chemicals,Large Cap,0.484,Positive,0.69,Market Rally,15,608,15,-1.55,21.96,27.57,0.88
2025-06-28,Saturday,June,Q2,AXISBANK.NSE,Axis Bank Ltd,Banking,Large Cap,-0.358,Negative,0.615,Technical Breakout,12,382,17,0.31,1.86,27.57,1.95
2025-06-28,Saturday,June,Q2,BAJAJ-AUTO.NSE,Bajaj Auto Ltd,Automobiles,Large Cap,0.144,Neutral,0.487,Inflation Data,16,966,13,-1.43,-8.62,27.57,-1.7
2025-06-28,Saturday,June,Q2,BAJFINANCE.NSE,Bajaj Finance Ltd,Financial Services,Large Cap,0.761,Positive,0.857,Rate Cut Expectations,17,1036,25,3.23,26.05,27.57,1.59
2025-06-28,Saturday,June,Q2,BHARTIARTL.NSE,Bharti Airtel Ltd,Telecommunications,Large Cap,-0.41,Negative,0.646,Sector Rotation,29,819,12,-1.09,1.6,27.57,1.08
2025-06-28,Saturday,June,Q2,BPCL.NSE,Bharat Petroleum Corporation Ltd,Oil & Gas,Large Cap,-0.115,Neutral,0.469,Global Energy Demand,27,689,17,-0.82,2.87,27.57,2.42
2025-06-28,Saturday,June,Q2,BRITANNIA.NSE,Britannia Industries Ltd,FMCG,Large Cap,0.515,Positive,0.709,Volume Growth,26,786,13,0.17,6.12,27.57,0.66
2025-06-28,Saturday,June,Q2,CIPLA.NSE,Cipla Ltd,Pharmaceuticals,Large Cap,-0.407,Negative,0.644,Regulatory News,21,862,25,-1.28,12.72,27.57,0.49
2025-06-28,Saturday,June,Q2,COALINDIA.NSE,Coal India Ltd,Mining,Large Cap,-0.026,Neutral,0.416,Global Cues,24,694,16,-1.08,-11.82,27.57,-0.47
2025-06-28,Saturday,June,Q2,DIVISLAB.NSE,Divi's Laboratories Ltd,Pharmaceuticals,Large Cap,0.646,Positive,0.788,Generic Competition,27,1079,13,0.75,2.09,27.57,1.3
2025-06-28,Saturday,June,Q2,DMART.NSE,Avenue Supermarts Ltd,Retail,Large Cap,-0.341,Negative,0.604,Rate Cut Expectations,18,835,16,-1.16,21.8,27.57,1.28
2025-06-28,Saturday,June,Q2,DRREDDY.NSE,Dr. Reddy's Laboratories Ltd,Pharmaceuticals,Large Cap,-0.025,Neutral,0.415,Generic Competition,13,993,19,0.12,-2.24,27.57,0.63
2025-06-28,Saturday,June,Q2,EICHERMOT.NSE,Eicher Motors Ltd,Automobiles,Large Cap,0.662,Positive,0.797,Oil Price Movement,34,1433,18,4.17,15.7,27.57,-1.02
2025-06-28,Saturday,June,Q2,GODREJCP.NSE,Godrej Consumer Products Ltd,FMCG,Large Cap,-0.334,Negative,0.601,Corporate Announcements,15,975,18,-1.19,-2.74,27.57,-0.68
2025-06-28,Saturday,June,Q2,GRASIM.NSE,Grasim Industries Ltd,Textiles,Large Cap,0.013,Neutral,0.408,Corporate Announcements,21,415,21,-0.03,-2.79,27.57,0.7
2025-06-28,Saturday,June,Q2,HCLTECH.NSE,HCL Technologies Ltd,IT Services,Large Cap,0.668,Positive,0.801,Digital Transformation,24,1281,22,2.27,28.54,27.57,1.04
2025-06-28,Saturday,June,Q2,HDFCBANK.NSE,HDFC Bank Ltd,Banking,Large Cap,-0.452,Negative,0.671,NPA Concerns,25,770,22,-1.13,15.41,27.57,1.93
2025-06-28,Saturday,June,Q2,HEROMOTOCO.NSE,Hero MotoCorp Ltd,Automobiles,Large Cap,0.17,Neutral,0.502,EV Transition,20,604,24,0.01,-6.27,27.57,-0.69
2025-06-28,Saturday,June,Q2,HINDALCO.NSE,Hindalco Industries Ltd,Metals,Large Cap,0.324,Positive,0.594,Sector Rotation,24,407,18,1.32,-3.84,27.57,0.84
2025-06-28,Saturday,June,Q2,HINDUNILVR.NSE,Hindustan Unilever Ltd,FMCG,Large Cap,-0.388,Negative,0.633,FII Flows,19,704,13,-2.71,14.06,27.57,-0.27
2025-06-28,Saturday,June,Q2,ICICIBANK.NSE,ICICI Bank Ltd,Banking,Large Cap,-0.021,Neutral,0.413,Rate Cut Expectations,16,798,23,-2.63,-8.94,27.57,1.47
